,model1,dataset1,gpu_num1,batchsize1,amp1,speed1,model2,dataset2,gpu_num2,batchsize2,amp2,speed2,gpu_util,gmem_util,gmem,added_util
785,ResNet18,CIFAR-10,1,128,0,0.81,MobileNetV2,CIFAR-10,1,32,0,0.827,99.276,66.026,5656,135.19
1144,VGG,CIFAR-10,1,32,1,0.702,LSTM,Wikitext2,1,64,0,0.926,100,79.328,6668,135.2875
857,ResNet18,CIFAR-10,1,128,0,0.774,VGG,CIFAR-10,1,32,0,0.886,99.145,65.961,7790,135.5495
25,MobileNetV3,ImageNet,1,128,0,0.821,ResNet18,CIFAR-10,1,32,1,0.921,52.36,26.787,6780,136.0565
790,ResNet18,CIFAR-10,1,128,0,0.87,MobileNetV2,CIFAR-10,1,64,1,0.756,97.135,68.081,7732,136.573
951,MobileNetV2,CIFAR-10,1,128,0,0.872,VGG,CIFAR-10,1,32,1,0.71,96.945,67.932,8096,136.7285
142,MobileNetV3,ImageNet,1,128,1,0.681,VGG,CIFAR-10,1,128,0,0.985,60.158,35.263,7390,136.8635
1249,MobileNetV3,ImageNet,1,64,1,0.912,MobileNetV3,ImageNet,1,128,1,0.821,98.533,46.267,6046,136.8665
866,ResNet18,CIFAR-10,1,128,0,0.823,VGG,CIFAR-10,1,128,1,0.839,98.027,69.77,7676,136.9255
1094,MobileNetV2,CIFAR-10,1,32,0,0.703,LSTM,Wikitext2,1,64,0,0.904,99.544,77.228,6414,137.05
743,ResNet18,CIFAR-10,1,32,0,0.896,ResNet18,CIFAR-10,1,64,0,0.756,98.707,64.627,5072,137.2645
405,LSTM,Wikitext2,1,64,1,0.62,LSTM,Wikitext2,1,128,1,0.832,93.302,83.094,9092,137.3705
1142,VGG,CIFAR-10,1,32,0,0.834,LSTM,Wikitext2,1,64,0,0.879,100,78.19,7292,137.4095
57,MobileNetV3,ImageNet,1,64,0,0.865,MobileNetV2,CIFAR-10,1,128,1,0.905,65.662,34.901,6492,137.5165
1093,ResNet18,CIFAR-10,1,128,1,0.686,LSTM,Wikitext2,1,128,1,0.915,94.091,75.545,9378,137.5175
388,DCGAN,LSUN,1,64,0,0.781,LSTM,Wikitext2,1,128,1,0.897,96.25,69.962,7886,137.6425
752,ResNet18,CIFAR-10,1,64,0,0.788,ResNet18,CIFAR-10,1,64,1,0.639,97.041,71.23,6014,137.833
538,MobileNetV3,ImageNet,1,64,0,0.723,DCGAN,LSUN,1,128,1,0.777,66.893,29.16,5972,137.9855
204,ResNet18,CIFAR-10,1,64,0,0.732,DCGAN,LSUN,1,32,0,0.868,97.513,57.974,5140,138.023
296,EfficientNet,CIFAR-10,1,128,0,0.574,DCGAN,LSUN,1,128,0,0.816,98.849,42.384,5702,138.053
1104,MobileNetV2,CIFAR-10,1,64,1,0.691,LSTM,Wikitext2,1,64,0,0.898,100,76.632,6468,138.433
876,MobileNetV2,CIFAR-10,1,32,0,0.868,MobileNetV2,CIFAR-10,1,128,0,0.803,98.72,66.093,6522,138.491
133,MobileNetV3,ImageNet,1,128,0,0.832,VGG,CIFAR-10,1,32,1,0.786,47.569,27.236,7212,138.6645
1160,VGG,CIFAR-10,1,128,1,0.793,LSTM,Wikitext2,1,64,0,0.883,100,79.877,6456,138.7855
950,MobileNetV2,CIFAR-10,1,128,0,0.739,VGG,CIFAR-10,1,32,0,0.842,97.797,62.77,7496,138.8505
407,LSTM,Wikitext2,1,128,0,0.681,LSTM,Wikitext2,1,128,1,0.666,90.5,80.68,10958,139.37
1103,MobileNetV2,CIFAR-10,1,64,0,0.734,LSTM,Wikitext2,1,64,1,0.914,98.93,79.316,6782,139.483
791,ResNet18,CIFAR-10,1,128,1,0.737,MobileNetV2,CIFAR-10,1,64,0,0.849,97.792,67.234,6064,139.63
26,MobileNetV3,ImageNet,1,128,1,0.821,ResNet18,CIFAR-10,1,32,0,0.984,66.44,32.853,5626,139.6985
1293,DCGAN,LSUN,1,64,1,0.531,DCGAN,LSUN,1,128,0,0.757,98.432,44.162,5584,139.729
244,MobileNetV2,CIFAR-10,1,64,0,0.642,DCGAN,LSUN,1,64,0,0.792,98.8,51.96,5614,139.755
885,MobileNetV2,CIFAR-10,1,64,1,0.823,MobileNetV2,CIFAR-10,1,128,0,0.823,98.811,65.243,6554,139.874
525,MobileNetV3,ImageNet,1,32,0,0.692,DCGAN,LSUN,1,128,0,0.934,91.532,38.883,5848,139.921
829,ResNet18,CIFAR-10,1,128,0,0.837,EfficientNet,CIFAR-10,1,128,0,0.662,99.333,64.533,5932,139.933
959,MobileNetV2,CIFAR-10,1,128,0,0.716,VGG,CIFAR-10,1,128,1,0.922,98.041,68.203,7792,140.2265
31,MobileNetV3,ImageNet,1,128,1,0.823,ResNet18,CIFAR-10,1,64,1,0.788,65.539,36,5826,140.267
60,MobileNetV3,ImageNet,1,128,0,0.816,MobileNetV2,CIFAR-10,1,32,0,0.842,50.74,25.247,6980,140.427
543,MobileNetV3,ImageNet,1,128,1,0.75,DCGAN,LSUN,1,32,0,0.987,70.8,25.387,5756,140.457
132,MobileNetV3,ImageNet,1,128,0,0.759,VGG,CIFAR-10,1,32,0,0.916,53.122,27.027,7836,140.7865
320,VGG,CIFAR-10,1,64,0,0.603,DCGAN,LSUN,1,128,0,0.751,98.714,48.208,6702,141.2565
1106,MobileNetV2,CIFAR-10,1,64,0,0.629,LSTM,Wikitext2,1,128,0,0.933,97.642,77.774,8648,141.4825
221,ResNet18,CIFAR-10,1,128,0,0.861,DCGAN,LSUN,1,64,1,0.749,99.064,65.231,7534,141.609
1134,EfficientNet,CIFAR-10,1,128,0,0.612,LSTM,Wikitext2,1,64,0,0.869,100,73.561,6722,141.793
8,MobileNetV3,ImageNet,1,32,0,0.729,ResNet18,CIFAR-10,1,128,0,0.89,94.276,53.697,5788,141.801
65,MobileNetV3,ImageNet,1,128,0,0.795,MobileNetV2,CIFAR-10,1,64,1,0.933,57.137,25.123,7028,141.81
782,ResNet18,CIFAR-10,1,64,0,0.776,MobileNetV2,CIFAR-10,1,128,1,0.735,98.775,62.817,6052,141.875
141,MobileNetV3,ImageNet,1,128,0,0.733,VGG,CIFAR-10,1,128,1,0.972,54.413,31.6,7116,142.1625
1266,MobileNetV3,ImageNet,1,64,0,1.201,LSTM,Wikitext2,1,128,1,0.99,64.094,54.566,5345,142.2065
213,ResNet18,CIFAR-10,1,64,0,0.749,DCGAN,LSUN,1,128,1,0.721,95.667,62.36,6064,142.344
861,ResNet18,CIFAR-10,1,128,0,0.732,VGG,CIFAR-10,1,64,0,0.65,98.63,67.822,6678,143.1365
922,MobileNetV2,CIFAR-10,1,128,0,0.774,EfficientNet,CIFAR-10,1,128,0,0.744,99.216,62.5,6976,143.234
385,DCGAN,LSUN,1,64,1,0.688,LSTM,Wikitext2,1,64,0,0.928,100,77.362,6236,143.469
1253,MobileNetV3,ImageNet,1,32,0,1.205,LSTM,Wikitext2,1,64,0,1.023,100,74.536,3909,143.661
71,MobileNetV3,ImageNet,1,128,1,0.776,MobileNetV2,CIFAR-10,1,128,1,0.931,70.186,31.5,6298,144.309
52,MobileNetV3,ImageNet,1,64,0,0.828,MobileNetV2,CIFAR-10,1,64,0,0.898,70.355,41.566,6266,144.319
332,VGG,CIFAR-10,1,128,0,0.771,DCGAN,LSUN,1,128,0,0.708,98.623,50.299,7108,144.4985
539,MobileNetV3,ImageNet,1,64,1,0.619,DCGAN,LSUN,1,128,0,0.862,93.178,38.301,5876,144.5015
552,MobileNetV3,ImageNet,1,128,1,0.772,DCGAN,LSUN,1,128,1,0.808,60.703,27.324,6160,144.778
257,MobileNetV2,CIFAR-10,1,128,0,0.832,DCGAN,LSUN,1,64,1,0.78,98.566,67.158,7010,144.91
1150,VGG,CIFAR-10,1,64,0,0.699,LSTM,Wikitext2,1,64,0,0.84,100,82.074,6240,144.9965
44,MobileNetV3,ImageNet,1,32,0,0.893,MobileNetV2,CIFAR-10,1,128,0,0.918,97.347,61.507,6690,145.102
104,MobileNetV3,ImageNet,1,128,0,0.824,EfficientNet,CIFAR-10,1,128,0,0.816,53.653,23.736,7030,145.17
865,ResNet18,CIFAR-10,1,128,0,0.689,VGG,CIFAR-10,1,128,0,0.824,99.324,68.311,7084,146.3785
22,MobileNetV3,ImageNet,1,64,1,0.794,ResNet18,CIFAR-10,1,128,0,0.933,95.493,59.973,5800,146.3815
954,MobileNetV2,CIFAR-10,1,128,0,0.757,VGG,CIFAR-10,1,64,0,0.714,98.095,71.149,7608,146.4375
1083,ResNet18,CIFAR-10,1,64,0,0.696,LSTM,Wikitext2,1,128,1,0.888,96.642,80.509,8002,146.565
546,MobileNetV3,ImageNet,1,128,0,0.818,DCGAN,LSUN,1,64,1,0.885,56.133,26.493,6762,146.846
1239,MobileNetV3,ImageNet,1,32,0,0.821,MobileNetV3,ImageNet,1,128,0,0.769,100,66.882,7144,147.038
401,LSTM,Wikitext2,1,64,1,0.63,LSTM,Wikitext2,1,64,1,0.631,86.418,76.091,7522,147.239
200,ResNet18,CIFAR-10,1,32,0,0.563,DCGAN,LSUN,1,128,0,0.756,99.368,45.237,5506,147.3335
1089,ResNet18,CIFAR-10,1,128,1,0.691,LSTM,Wikitext2,1,64,1,0.844,95.368,76.175,7808,147.386
384,DCGAN,LSUN,1,64,0,0.781,LSTM,Wikitext2,1,64,1,0.848,97.281,71.035,6316,147.511
760,ResNet18,CIFAR-10,1,128,1,0.633,ResNet18,CIFAR-10,1,128,1,0.63,99.093,67.413,7920,147.533
222,ResNet18,CIFAR-10,1,128,1,0.706,DCGAN,LSUN,1,64,0,0.843,98.571,60.494,5804,147.658
1288,DCGAN,LSUN,1,64,0,0.685,DCGAN,LSUN,1,64,0,0.685,99.273,44.039,5276,147.783
214,ResNet18,CIFAR-10,1,64,1,0.514,DCGAN,LSUN,1,128,0,0.829,97.892,49.635,5706,147.902
